Institution,State,Historically_Black,Predominantly_Black,Alask_Nat_Nat_Hawaiian_Serving,Tribal,Asian_American_Pacific_Islander_Serving,Hispanic_Serving,Native_American_Nontribal,Men_only,Women_only,Acceptance_rate,Average_SAT,Average_Cost_Of_Attendance,Avg_Net_Price_Pub_0_To_30000_Income,Avg_Net_Price_Pub_30000_To_48000_Income,Avg_Net_Price_Pub_48001_To_75000_Income,Avg_Net_Price_Pub_75001_To_110000_Income,Avg_Net_Price_Pub_110001_To_Inf_Income,Avg_Net_Price_Priv_0_To_30000_Income,Avg_Net_Price_Priv_30000_To_48000_Income,Avg_Net_Price_Priv_48001_To_75000_Income,Avg_Net_Price_Priv_75001_To_110000_Income,Avg_Net_Price_Priv_110001_To_Inf_Income,Perc_Undergrad_White,Perc_Undergrad_Black,Perc_Undergrad_Hispanic,Perc_Undergrad_Asian,Perc_Undergrad_Am_Indian_Alask_Native,Perc_Native_Hawaiin_Pac_Islander,Perc_Two_Or_More_Races,Perc_Receiving_Loan,Med_Loan_Debt,Inst_Loan_Debt,Socioeconomic_Div,White_Compl_Rate,Black_Compl_Rate,Hisp_Compl_Rate,Asian_Compl_Rate,Asian_Am_Pac_Islander_Compl_Rate,Native_Am_Pac_Islander_Compl_Rate,Two_Or_More_Races_Compl_Rate,Med_earnings
SUNY Buffalo State University,NY,0,0,0,0,0,0,0,0,0,0.8598,1065,22821,10617,12959,17129,18834,21204,NA,NA,NA,NA,NA,0.4622,0.3019,0.1225,0.0642,0.0045,6e-4,0.038,0.5081,12500,10507,0.5443,0.4301,0.3772,0.2843,0.3115,0.1,0,0.2063,42200
SUNY at Fredonia,NY,0,0,0,0,0,0,0,0,0,0.8458,1166,24650,9728,12892,15821,17382,19844,NA,NA,NA,NA,NA,0.7354,0.0727,0.1065,0.0147,0.005,0,0.0388,0.6517,17500,14290,0.3915,0.6348,0.4557,0.5057,0.6296,0.8,0,0.5806,44700
SUNY Oneonta,NY,0,0,0,0,0,0,0,0,0,0.7253,1184,26506,11946,14440,18696,21256,24344,NA,NA,NA,NA,NA,0.6968,0.0503,0.1718,0.0196,0.0047,4e-4,0.0202,0.5288,15000,19728,0.3329,0.7705,0.6,0.6786,0.7742,0.8,1,0.6875,46700
State University of New York at Oswego,NY,0,0,0,0,0,0,0,0,0,0.8256,1174,26135,9342,13087,17348,18515,23117,NA,NA,NA,NA,NA,0.6473,0.1131,0.1365,0.0255,0.0012,5e-4,0.0364,0.5071,15750,16351,0.3985,0.6753,0.5548,0.5395,0.6222,0.7143,0,0.6735,47100
SUNY College at Potsdam,NY,0,0,0,0,0,0,0,0,0,0.8268,NA,24361,10906,11952,15552,16197,19744,NA,NA,NA,NA,NA,0.7228,0.077,0.102,0.0168,0.0149,5e-4,0.0332,0.6335,18166,13200,0.4467,0.5446,0.4711,0.4054,0.6111,0.6,0,0.3846,41300
SUNY College at Old Westbury,NY,0,0,0,0,1,1,0,0,0,0.921,1110,20857,8048,9253,14096,16315,19233,NA,NA,NA,NA,NA,0.2534,0.2571,0.3103,0.1213,0.0034,0.0018,0.0279,0.2787,12000,9000,0.4924,0.5333,0.4825,0.4268,0.5781,1,1,0.2857,47500
Syracuse University,NY,0,0,0,0,0,0,0,0,0,0.5175,1359,77494,NA,NA,NA,NA,NA,18312,18458,22928,33733,52798,0.5463,0.0707,0.1107,0.0718,0.0053,8e-4,0.0417,0.367,23697,50181,0.1755,0.8537,0.8526,0.814,0.7983,0.3636,1,0.8649,69200
Appalachian State University,NC,0,0,0,0,0,0,0,0,0,0.8308,1187,20735,7715,10023,14949,19120,20133,NA,NA,NA,NA,NA,0.8111,0.0318,0.0825,0.0166,0.0015,1e-4,0.0456,0.3904,15750,18910,0.2718,0.7604,0.7059,0.6974,0.7833,0.4615,1,0.6853,43600
Barton College,NC,0,0,0,0,0,0,0,0,0,0.946,NA,46781,NA,NA,NA,NA,NA,19973,17860,22186,23667,29060,0.5676,0.2412,0.1126,0.0047,0.0028,9e-4,0.0189,0.7096,15000,21137,0.4364,0.4924,0.3654,0.6875,0.4,0,0,0.3636,39400
Chowan University,NC,0,0,0,0,0,0,0,0,0,0.8668,1052,37910,NA,NA,NA,NA,NA,14953,14587,16812,21692,23839,0.1963,0.5263,0.0363,0.0025,0.0113,0.0013,0.0213,0.7333,15250,15044,0.6853,0.3699,0.2338,0.1538,0,0,0,0.2,36200
East Carolina University,NC,0,0,0,0,0,0,0,0,0,0.9234,NA,23104,11494,12880,17577,21640,22499,NA,NA,NA,NA,NA,0.6417,0.1605,0.0927,0.0261,0.0048,9e-4,0.0375,0.4208,17500,17399,0.3356,0.6681,0.6144,0.6237,0.7407,0.5357,0.8571,0.5388,45800
Fayetteville State University,NC,1,0,0,0,0,0,0,0,0,0.8124,915,16342,4178,6239,8953,12842,12640,NA,NA,NA,NA,NA,0.1704,0.6251,0.0897,0.0107,0.013,0.0017,0.0613,0.4477,15766,6067,0.565,0.4865,0.4266,0.4211,0.6,0.4516,0,0.75,34600
Gardner-Webb University,NC,0,0,0,0,0,0,0,0,0,0.7495,1114,46349,NA,NA,NA,NA,NA,18532,17864,19783,22200,26185,0.5362,0.1717,0.0431,0.0094,0.0072,0.0028,0.0248,0.5658,16453,23635,0.3974,0.6047,0.4531,0.8,0.4,0.3333,0,0,41600
High Point University,NC,0,0,0,0,0,0,0,0,0,0.7888,1220,58699,NA,NA,NA,NA,NA,31039,31383,32672,36489,40265,0.7676,0.0655,0.0759,0.0197,0.0048,2e-4,0.029,0.4,19000,60543,0.116,0.6988,0.6452,0.641,0.5417,0.5,1,0.5949,42900
Montreat College,NC,0,0,0,0,0,0,0,0,0,0.6806,NA,42969,NA,NA,NA,NA,NA,20689,21415,23414,25386,29746,0.5429,0.1042,0.0343,0.0098,0.0098,0.0061,0.0184,0.7015,13875,19014,0.421,0.4248,0.3684,0.25,0.5,1,0,0.5,42500
University of North Carolina at Asheville,NC,0,0,0,0,0,0,0,0,0,0.7431,1210,21030,9603,10476,13004,17063,18246,NA,NA,NA,NA,NA,0.7467,0.0474,0.0849,0.0178,0.0029,4e-4,0.0474,0.4179,14138,16966,0.3544,0.6064,0.3871,0.6042,0.5,0,1,0.5,38800
University of North Carolina at Charlotte,NC,0,0,0,0,0,0,0,0,0,0.7964,1162,21908,9638,11212,14829,18716,20852,NA,NA,NA,NA,NA,0.5124,0.163,0.1359,0.0966,0.0029,5e-4,0.0488,0.4279,16500,18150,0.3574,0.6951,0.7201,0.6743,0.715,0.6,1,0.6686,50300
University of North Carolina at Greensboro,NC,0,0,0,0,0,0,0,0,0,0.9194,1190,19229,7491,8714,12635,16597,18281,NA,NA,NA,NA,NA,0.4046,0.2976,0.1573,0.0581,0.0025,0.001,0.0537,0.4755,16750,12500,0.4883,0.5651,0.6046,0.586,0.6325,0.6667,0.6667,0.4969,40900
North Carolina State University at Raleigh,NC,0,0,0,0,0,0,0,0,0,0.4717,1370,24852,6369,8625,14132,19983,23370,NA,NA,NA,NA,NA,0.6753,0.0587,0.081,0.0921,0.0035,7e-4,0.046,0.3404,17320,21110,0.2002,0.8473,0.7702,0.8352,0.8828,0.7,0.6667,0.8235,59500
University of North Carolina Wilmington,NC,0,0,0,0,0,0,0,0,0,0.6883,1266,25332,11916,14101,19438,22829,24292,NA,NA,NA,NA,NA,0.7869,0.0442,0.0827,0.0188,0.0044,9e-4,0.0345,0.3676,15178,21660,0.2568,0.7533,0.6923,0.7179,0.7347,0.5,0.6667,0.6977,46600
William Peace University,NC,0,0,0,0,0,0,0,0,0,0.6318,1133,48188,NA,NA,NA,NA,NA,21009,21849,24988,22580,28821,0.5406,0.2422,0.1281,0.0203,0.0031,0,0.0531,0.504,15145,30155,0.3994,0.5185,0.2698,0.5238,0.4,0.25,1,1,36900
University of North Carolina at Pembroke,NC,0,0,0,0,0,0,1,0,0,0.8974,NA,15183,6130,7521,10006,13008,13217,NA,NA,NA,NA,NA,0.3667,0.2801,0.1062,0.0088,0.1333,0.0013,0.0705,0.454,15500,9241,0.4883,0.4278,0.4753,0.3971,0.5294,0.4722,0,0.4,36400
Shaw University,NC,1,0,0,0,0,0,0,0,0,0.6103,NA,29754,NA,NA,NA,NA,NA,14584,NA,28004,24754,NA,0.0316,0.6492,0.0076,0.0131,0.0033,0.0033,0.0839,0.5421,19000,16378,0.5649,0.5,0.1638,0,0,0,0,0.2222,30500
Wake Forest University,NC,0,0,0,0,0,0,0,0,0,0.2137,NA,79776,NA,NA,NA,NA,NA,12795,7203,10344,18728,57539,0.6594,0.0621,0.0883,0.0417,6e-4,0,0.0545,0.1606,19500,53080,0.0873,0.9103,0.9146,0.8556,0.8889,0.5,1,0.8378,79600
Western Carolina University,NC,0,0,0,0,0,0,0,0,0,0.8484,1127,18731,9032,11543,14061,16629,18130,NA,NA,NA,NA,NA,0.7695,0.0615,0.0797,0.0132,0.0093,0.0014,0.0362,0.4495,15348,15082,0.3404,0.6287,0.4711,0.5833,0.625,0.4375,0.3333,0.4416,41300
Minot State University,ND,0,0,0,0,0,0,0,0,0,0.9317,1025,17273,9130,7543,10782,13396,14912,NA,NA,NA,NA,NA,0.6628,0.0397,0.0849,0.0157,0.0249,0.0037,0.0604,0.3754,11980,7500,0.2651,0.4528,0.2105,0.2857,0.3333,0,0,0.3333,46900
North Dakota State University-Main Campus,ND,0,0,0,0,0,0,0,0,0,0.9568,1120,22936,11329,12102,15065,18135,19591,NA,NA,NA,NA,NA,0.8637,0.0306,0.0311,0.0143,0.005,4e-4,0.041,0.5163,16750,14740,0.1956,0.6511,0.3571,0.4819,0.5714,0.5,0.5,0.5281,55500
Ashland University,OH,0,0,0,0,0,0,0,0,0,0.7176,1151,36822,NA,NA,NA,NA,NA,21594,17946,20075,20985,20853,0.7719,0.0866,0.0322,0.0111,0.006,0.0013,0.0262,0.3559,20000,19678,0.3292,0.6461,0.4103,0.4615,0,0,1,0.3889,42900
Bowling Green State University-Main Campus,OH,0,0,0,0,0,0,0,0,0,0.7866,1116,27721,15493,16595,20381,23234,23583,NA,NA,NA,NA,NA,0.8008,0.0673,0.0488,0.0117,0.0013,7e-4,0.0337,0.494,17500,21491,0.2584,0.6487,0.4343,0.5116,0.7586,0,0.5,0.4511,45300
Capital University,OH,0,0,0,0,0,0,0,0,0,0.7215,1092,53060,NA,NA,NA,NA,NA,21705,20210,22174,24781,26836,0.6987,0.116,0.0604,0.0262,0.0016,0,0.0714,0.7344,20927,23683,0.2768,0.6534,0.4262,0.5417,0.75,0.6667,0.5,0.3939,48400
Case Western Reserve University,OH,0,0,0,0,0,0,0,0,0,0.2741,1487,73706,NA,NA,NA,NA,NA,16010,17541,22653,32824,47824,0.3619,0.065,0.1156,0.2534,7e-4,5e-4,0.0542,0.4967,21488,36000,0.1648,0.866,0.963,0.8354,0.8831,1,0,0.8679,89300
University of Cincinnati-Main Campus,OH,0,0,0,0,0,0,0,0,0,0.8622,1252,27473,12066,13815,20258,25042,25710,NA,NA,NA,NA,NA,0.7141,0.0761,0.0416,0.0534,0.0013,5e-4,0.0434,0.3771,12000,20800,0.1966,0.7267,0.6345,0.6667,0.794,0.5,0.5,0.6912,49700
Cleveland Institute of Art,OH,0,0,0,0,0,0,0,0,0,0.6984,1190,61751,NA,NA,NA,NA,NA,27187,28494,32196,33387,38592,0.68,0.0974,0.0974,0.0278,0,0.0017,0.0783,0.8879,26500,40710,0.4355,0.7982,0.3571,0.6667,1,0.5,1,0.25,41600
Cleveland State University,OH,0,0,0,0,0,0,0,0,0,0.8532,1020,25191,13480,14540,16296,17959,18950,NA,NA,NA,NA,NA,0.604,0.1668,0.0856,0.0396,0.0026,0.0012,0.0408,0.4693,15333,14730,0.3885,0.5508,0.2457,0.4077,0.5667,0,0,0.3846,46400
Kent State University at Kent,OH,0,0,0,0,0,0,0,0,0,0.8802,1093,27976,13195,14464,15126,20190,24176,NA,NA,NA,NA,NA,0.7497,0.0906,0.043,0.022,0.0015,6e-4,0.0399,0.5041,17500,20453,0.2871,0.6626,0.535,0.612,0.7342,0.5714,0.6667,0.655,42400
Marietta College,OH,0,0,0,0,0,0,0,0,0,0.8285,1075,51777,NA,NA,NA,NA,NA,16908,15010,18258,20750,26798,0.8205,0.0432,0.031,0.0066,0,9e-4,0.0517,0.6184,12000,16460,0.2396,0.5325,0.1111,0.5,1,0,0,0.3333,57700
Miami University-Oxford,OH,0,0,0,0,0,0,0,0,0,0.8792,1312,35642,16970,18309,23621,25398,26610,NA,NA,NA,NA,NA,0.802,0.0295,0.048,0.0255,0.002,3e-4,0.0374,0.3329,16000,33825,0.1121,0.8255,0.6846,0.8306,0.7955,0.4444,1,0.7563,55400
University of Mount Union,OH,0,0,0,0,0,0,0,0,0,0.7575,1107,45724,NA,NA,NA,NA,NA,18727,16818,21356,24562,25511,0.775,0.0691,0.03,0.0118,0.0016,0,0.0182,0.8223,20500,25446,0.2903,0.6845,0.2656,0.48,0.7778,0.3333,0.5,0.6667,48600
Ohio State University-Main Campus,OH,0,0,0,0,0,0,0,0,0,0.5272,1386,28133,6956,8402,13620,22528,26186,NA,NA,NA,NA,NA,0.6325,0.0775,0.053900000000000003,0.0906,5e-4,5e-4,0.0446,0.3118,14500,20924,0.2051,0.8882,0.7622,0.8456,0.9224,1,1,0.807,53600
Wittenberg University,OH,0,0,0,0,0,0,0,0,0,0.9393,1216,55565,NA,NA,NA,NA,NA,17264,17530,19614,23028,26217,0.7368,0.098,0.0567,0.0121,0.0024,0,0.0599,0.8414,23252,25658,0.2938,0.6346,0.3467,0.4286,0.6667,0,0,0.5161,49000
Wright State University-Main Campus,OH,0,0,0,0,0,0,0,0,0,0.9522,1050,23352,11337,12454,15997,19892,21166,NA,NA,NA,NA,NA,0.7196,0.1181,0.0466,0.0322,0.0021,3e-4,0.0572,0.4175,15854,10116,0.3453,0.4887,0.2766,0.3373,0.4,0,0.5,0.2941,46100
Youngstown State University,OH,0,0,0,0,0,0,0,0,0,0.806,1082,19194,8305,9511,12728,15512,15608,NA,NA,NA,NA,NA,0.7499,0.0729,0.0453,0.0159,0.0013,4e-4,0.0363,0.4189,15750,13158,0.3924,0.5243,0.3065,0.3704,0.8,0,0,0.2818,40200
University of Central Oklahoma,OK,0,0,0,0,0,0,0,0,0,0.6994,1090,24920,14971,15583,18842,22768,23355,NA,NA,NA,NA,NA,0.5202,0.0843,0.1453,0.0444,0.0369,0.0016,0.1172,0.3366,13000,13000,0.3562,0.4162,0.2291,0.3074,0.4583,0.3256,0.2,0.329,44900
Northeastern State University,OK,0,0,0,0,0,0,1,0,0,0.9946,1046,18427,7825,7799,11480,15460,15936,NA,NA,NA,NA,NA,0.4647,0.0444,0.0768,0.0231,0.2143,8e-4,0.1468,0.3708,12000,8651,0.4609,0.4053,0.3214,0.2766,0.3077,0.3591,0,0.3721,41000
Oklahoma State University-Main Campus,OK,0,0,0,0,0,0,0,0,0,0.7063,1145,24770,7945,9186,14125,19445,21609,NA,NA,NA,NA,NA,0.67,0.0418,0.0925,0.0209,0.0464,9e-4,0.1066,0.3805,15500,32053,0.2701,0.6857,0.5029,0.5536,0.6667,0.5849,0.3333,0.5518,55300
University of Oklahoma-Norman Campus,OK,0,0,0,0,0,0,0,0,0,0.7292,1240,31025,15242,17059,20063,24267,27078,NA,NA,NA,NA,NA,0.5752,0.0474,0.1341,0.0714,0.0324,9e-4,0.098,0.3208,15500,33099,0.2403,0.7793,0.6624,0.7309,0.8069,0.6345,1,0.726,61900
Southeastern Oklahoma State University,OK,0,0,0,0,0,0,1,0,0,0.7421,1078,17907,3648,3829,7726,9186,10959,NA,NA,NA,NA,NA,0.5114,0.0522,0.0901,0.007,0.1269,0,0.1938,0.3148,10623,9870,0.4364,0.3834,0.0909,0.1875,0.5,0.3025,1,0.4651,41000
Southwestern Oklahoma State University,OK,0,0,0,0,0,0,0,0,0,0.7678,1050,21769,9754,9798,13813,15963,17397,NA,NA,NA,NA,NA,0.6132,0.0559,0.1349,0.0108,0.0381,0.0019,0.1046,0.6428,11750,10350,0.4015,0.4339,0.2449,0.3333,0.5652,0.2368,0.5,0.38,48200
University of Tulsa,OK,0,0,0,0,0,0,0,0,0,0.6918,1239,63577,NA,NA,NA,NA,NA,24536,24005,24712,26545,31437,0.4962,0.0823,0.1263,0.0678,0.0295,0.0019,0.098,0.3541,12500,30000,0.2309,0.7527,0.4474,0.7442,0.7778,0.6842,0,1,60500
Eastern Oregon University,OR,0,0,0,0,0,0,0,0,0,0.9852,NA,23018,10940,12716,13650,18191,19626,NA,NA,NA,NA,NA,0.6888,0.0186,0.1393,0.0102,0.0155,0.0265,0.0442,0.3957,13500,13883,0.398,0.4069,0.1429,0.3571,0.5,0.4286,0.25,0.3077,44100
George Fox University,OR,0,0,0,0,0,0,0,0,0,0.9173,1195,53404,NA,NA,NA,NA,NA,20659,23216,23249,27139,33015,0.6497,0.022,0.1631,0.0545,0.0044,0.0048,0.0778,0.6531,19500,36635,0.2805,0.7311,0.5714,0.6915,0.7407,0.5,0.6667,0.6545,51000
Lewis & Clark College,OR,0,0,0,0,0,0,0,0,0,0.6859,1366,73969,NA,NA,NA,NA,NA,19576,19506,23709,29741,42739,0.6863,0.0265,0.1093,0.0457,5e-4,0.0018,0.0796,0.6633,13644,38835,0.2071,0.7259,0.7778,0.7414,0.6786,0.5556,0.8,0.75,55000
Linfield University,OR,0,0,0,0,0,0,0,0,0,0.8869,NA,61344,NA,NA,NA,NA,NA,22843,22879,24633,28902,33980,0.6077,0.0138,0.2046,0.066,0.0054,0.0078,0.0726,0.8297,20500,29240,0.2855,0.7172,0,0.6667,0.7273,0.6667,0.6,0.6452,60300
Bushnell University,OR,0,0,0,0,0,0,0,0,0,0.6685,NA,44742,NA,NA,NA,NA,NA,25110,18511,23126,23884,28662,0.759,0.0418,0.0299,0.0398,0.0139,0.0299,0.0717,0.6134,15633,19737,0.3531,0.5345,0.5714,0.5,0.6667,0.25,1,0,45700
Oregon Institute of Technology,OR,0,0,0,0,0,0,0,0,0,0.9258,1177,25910,10139,9857,14441,20660,21932,NA,NA,NA,NA,NA,0.6684,0.0207,0.1467,0.0638,0.0104,0.0036,0.0599,0.2799,15625,20665,0.3107,0.5958,0.5,0.4063,0.6,1,0,0.5,57800
Oregon State University,OR,0,0,0,0,0,0,0,0,0,0.8253,NA,28827,13341,14505,16821,21512,24945,NA,NA,NA,NA,NA,0.6342,0.0175,0.1235,0.0853,0.0056,0.003,0.071,0.3255,15000,28138,0.2289,0.715,0.4638,0.6301,0.7784,0.5,0.5385,0.6794,56700
University of Oregon,OR,0,0,0,0,0,0,0,0,0,0.8629,1271,30622,15038,14871,17109,25269,28072,NA,NA,NA,NA,NA,0.6177,0.0254,0.1536,0.0661,0.004,0.0043,0.0911,0.30620000000000003,15000,40476,0.2355,0.747,0.5905,0.6778,0.7857,0.619,0.5833,0.6844,51300
Pacific Northwest College of Art,OR,0,0,0,0,0,0,0,0,0,0.9448,NA,63974,NA,NA,NA,NA,NA,35665,33703,37638,32893,44177,0.6303,0.0426,0.0904,0.0346,0.008,0.0053,0.0984,0.518,10500,33000,0.4124,0.4082,0.25,0.2,0.625,0,0,0.3333,37400
Pacific University,OR,0,0,0,0,1,0,0,0,0,0.9228,1150,66812,NA,NA,NA,NA,NA,24772,28339,31539,31494,38285,0.4463,0.0213,0.1785,0.1371,0.0019,0.0246,0.1216,0.8064,17036,38031,0.2827,0.6939,0.4286,0.5556,0.7358,0.3333,0.6,0.6111,51400
Portland State University,OR,0,0,0,0,1,0,0,0,0,0.9309,NA,21039,16348,15690,15229,17385,19205,NA,NA,NA,NA,NA,0.4895,0.0479,0.2193,0.0984,0.0142,0.0057,0.0691,0.3458,15457,19250,0.4498,0.5152,0.5306,0.5,0.6391,0.25,0.4545,0.4963,50800
University of Portland,OR,0,0,0,0,0,0,0,0,0,0.9251,1326,66047,NA,NA,NA,NA,NA,23011,24087,31554,38302,38912,0.4471,0.0232,0.1707,0.1986,0.0039,0.0131,0.0968,0.388,18500,50360,0.1698,0.7851,0.6667,0.8016,0.8525,0.2,0.7083,0.809,62500
Southern Oregon University,OR,0,0,0,0,0,0,0,0,0,0.8796,NA,24475,12062,16266,16994,20644,20981,NA,NA,NA,NA,NA,0.5566,0.0238,0.1384,0.0217,0.0145,0.0097,0.0945,0.2862,15000,21110,0.398,0.4586,0.5385,0.4444,0.75,0.75,0.1667,0.473,43400
Warner Pacific University,OR,0,0,0,0,1,1,0,0,0,0.7225,NA,32178,NA,NA,NA,NA,NA,17416,18008,23638,28325,25815,0.3545,0.1136,0.3182,0.1159,0.0273,0.0136,0.0364,0.7143,20250,18645,0.5099,0.4643,0.5,0.359,0.75,1,0,0.5,45200
Corban University,OR,0,0,0,0,0,0,0,0,0,0.3477,NA,48823,NA,NA,NA,NA,NA,14105,13798,17226,23413,26152,0.5912,0.0226,0.1484,0.0277,0.0075,0.0063,0.0881,0.5274,17951,23267,0.3399,0.5756,0,0.3182,0.6,0.3333,1,0.5,40200
Willamette University,OR,0,0,0,0,0,0,0,0,0,0.806,NA,60106,NA,NA,NA,NA,NA,22047,21446,25489,29496,35784,0.6667,0.0187,0.1476,0.0487,0.006,0.006,0.0779,0.4053,18913,41551,0.2462,0.8047,0.4286,0.625,0.7778,0.6667,0.6667,0.7368,57900
Western Oregon University,OR,0,0,0,0,0,0,0,0,0,0.8335,1050,23734,17734,18110,18873,20455,21433,NA,NA,NA,NA,NA,0.5811,0.0279,0.2378,0.0273,0.0091,0.0146,0.0601,0.7414,15000,19714,0.402,0.4795,0.2143,0.5465,0.4091,0.5,0.3514,1,43400
Dickinson College,PA,0,0,0,0,0,0,0,0,0,0.3492,NA,77188,NA,NA,NA,NA,NA,17850,15621,14690,21922,41427,0.6519,0.0451,0.0744,0.0523,5e-4,5e-4,0.0451,0.4165,17294,32798,0.152,0.8284,0.8571,0.7818,0.8846,1,1,0.7647,64100
Drexel University,PA,0,0,0,0,0,0,0,0,0,0.7961,1333,72427,NA,NA,NA,NA,NA,25722,27401,34112,37647,45275,0.4494,0.0801,0.0796,0.2333,6e-4,3e-4,0.042,0.4917,20204,50784,0.2469,0.8002,0.6667,0.75,0.8393,0.6667,0.3333,0.7538,78000
Duquesne University,PA,0,0,0,0,0,0,0,0,0,0.8749,1257,60583,NA,NA,NA,NA,NA,28755,28775,33180,35230,38490,0.8009,0.0484,0.0462,0.0358,0.0014,8e-4,0.0346,0.5512,23500,56470,0.1829,0.7979,0.5876,0.7963,0.7705,0.5,1,0.6667,68200
East Stroudsburg University of Pennsylvania,PA,0,0,0,0,0,0,0,0,0,0.9363,1069,24149,15459,16184,18579,22402,23680,NA,NA,NA,NA,NA,0.5321,0.2026,0.1765,0.0185,0.0014,0.0019,0.0333,0.5912,16750,18320,0.4061,0.5079,0.3857,0.3889,0.6071,1,0,0.3088,47200
Indiana University of Pennsylvania-Main Campus,PA,0,0,0,0,0,0,0,0,0,0.9194,1061,27923,15653,16200,18988,23162,24049,NA,NA,NA,NA,NA,0.7553,0.105,0.052,0.0129,0.0065,5e-4,0.0434,0.6649,19995,20477,0.3773,0.5994,0.2427,0.4252,0.5862,0.5,0,0.4272,44200
La Salle University,PA,0,0,0,0,0,0,0,0,0,0.9425,1140,46521,NA,NA,NA,NA,NA,15613,12838,9990,9065,12117,0.4571,0.2193,0.1776,0.0527,0.0013,4e-4,0.0308,0.6089,17500,29591,0.3807,0.7087,0.4886,0.5115,0.6727,1,0.6667,0.7778,61100
Lehigh University,PA,0,0,0,0,0,0,0,0,0,0.3698,1418,74573,NA,NA,NA,NA,NA,14841,14831,18967,28294,48774,0.5973,0.0526,0.1021,0.0994,9e-4,4e-4,0.0428,0.37,19500,43365,0.1813,0.9166,0.8226,0.8803,0.9381,1,1,0.9355,94100
Misericordia University,PA,0,0,0,0,0,0,0,0,0,0.8871,NA,50605,NA,NA,NA,NA,NA,30327,28770,29535,29643,30383,0.8263,0.0359,0.0475,0.0133,6e-4,0.0012,0.0278,0.7389,24854,32184,0.2266,0.7756,0.4118,0.6429,1,0,0,0.5455,54400
Pennsylvania State University-Penn State Berks,PA,0,0,0,0,0,0,0,0,0,0.9729,1193,30721,17543,17573,22967,28057,29723,NA,NA,NA,NA,NA,0.6235,0.0781,0.1502,0.0667,0.0025,0,0.0267,0.538,19500,36064,0.3115,0.3824,0.2558,0.2784,0.4688,0,0,0.24,57200
Pennsylvania State University-Penn State Fayette- Eberly,PA,0,0,0,0,0,0,0,0,0,0.8073,1129,23740,9287,12394,16449,17866,20795,NA,NA,NA,NA,NA,0.8738,0.0452,0.0286,0.0119,0,0.0071,0.0262,0.579,19500,36064,0.3431,0.3333,0,0.2857,0,1,1,0.2857,57200
Pennsylvania State University-Main Campus,PA,0,0,0,0,0,0,0,0,0,0.5521,1308,38049,20469,22982,27137,33652,36340,NA,NA,NA,NA,NA,0.6288,0.0446,0.0838,0.0705,0.0011,8e-4,0.0362,0.3978,19500,36064,0.139,0.8537,0.6751,0.7595,0.7964,0.625,0.5,0.7377,57200
Pennsylvania State University-Penn State Abington,PA,0,0,0,0,1,0,0,0,0,0.9341,1188,28611,14021,15777,20421,24625,26959,NA,NA,NA,NA,NA,0.4365,0.1354,0.1247,0.1794,0.0023,0.001,0.0332,0.4785,19500,36064,0.4087,0.3655,0.2277,0.3495,0.2632,1,0,0.2667,57200
University of Pittsburgh-Johnstown,PA,0,0,0,0,0,0,0,0,0,0.9741,1153,27754,10381,11409,16861,21571,23530,NA,NA,NA,NA,NA,0.7538,0.0481,0.052,0.0289,0.001,5e-4,0.0231,0.6101,20500,30418,0.2949,0.5253,0.2308,0.2353,0.3333,1,0,0.4545,61200
Point Park University,PA,0,0,0,0,0,0,0,0,0,0.8205,1150,49275,NA,NA,NA,NA,NA,18767,18099,23616,25078,28875,0.6718,0.1241,0.1004,0.0207,0.0017,0.0012,0.0419,0.7576,20957,23750,0.3787,0.6026,0.5556,0.5556,1,0.5,0.5,0.3448,42400
Rosemont College,PA,0,0,0,0,0,0,0,0,0,0.7558,NA,34813,NA,NA,NA,NA,NA,14000,12520,17483,20937,26163,0.2937,0.2444,0.1278,0.0157,0,0,0.0247,0.5807,27000,19000,0.3325,0.3962,0.4074,0.4167,1,0.5,1,0.3333,46700
Saint Joseph's University,PA,0,0,0,0,0,0,0,0,0,0.8868,1242,63376,NA,NA,NA,NA,NA,28101,25925,30671,32407,33831,0.6714,0.0629,0.0904,0.1085,0.001,4e-4,0.0297,0.5339,21500,60874,0.1807,0.8383,0.6477,0.785,0.8182,1,0.8,0.8837,65900
University of Scranton,PA,0,0,0,0,0,0,0,0,0,0.8435,1237,65421,NA,NA,NA,NA,NA,27114,23337,29051,33620,39436,0.7408,0.0356,0.1232,0.0356,0.0011,0.0011,0.0262,0.6473,25500,41794,0.1992,0.81,0.7083,0.81,0.7778,1,0.6,0.5385,62300
Shippensburg University of Pennsylvania,PA,0,0,0,0,0,0,0,0,0,0.878,1090,27961,17461,19059,21510,24174,25501,NA,NA,NA,NA,NA,0.7252,0.1286,0.0703,0.0152,0.0012,2e-4,0.0462,0.5973,16192,20012,0.3157,0.5701,0.2371,0.4124,0.5,0,0,0.473,48200
Slippery Rock University of Pennsylvania,PA,0,0,0,0,0,0,0,0,0,0.7433,1060,24328,13664,14445,18101,22344,23590,NA,NA,NA,NA,NA,0.8418,0.0444,0.0297,0.0091,0.0022,6e-4,0.0358,0.6098,19500,19501,0.2931,0.6916,0.4536,0.5897,0.8333,0.1667,1,0.631,44800
Temple University,PA,0,0,0,0,0,0,0,0,0,0.797,NA,33768,16106,16627,21129,26060,29182,NA,NA,NA,NA,NA,0.5018,0.1599,0.0923,0.1407,0.0015,6e-4,0.0437,0.5791,19750,33000,0.3027,0.8056,0.6711,0.6986,0.8043,0.8,0.8333,0.671,59000
